education_level,years_experience,num_relevant_skills,internal_referral,interview_score,technical_test_score,Cloud_Computing,Communication,Data_Visualization,Excel,Leadership,Machine_Learning,Python,SQL,total_skills,avg_test_score,edu_exp_score
1,5,3,0,7.99,2.95,1,0,1,1,1,0,0,0,4,4.686666666666667,5
1,3,1,0,2.45,4.62,1,0,0,1,0,1,0,0,3,3.83,3
1,13,1,0,1.56,7.01,0,1,0,1,0,0,1,0,3,4.453333333333333,13
0,0,2,1,7.87,4.79,1,0,0,0,0,0,1,1,3,6.62,0
1,7,1,0,4.32,9.55,0,1,0,0,1,0,0,1,3,5.913333333333334,7
0,18,2,0,2.91,3.17,1,0,0,0,0,0,1,0,2,3.4899999999999998,0
0,15,2,1,7.9,8.33,1,1,1,0,0,0,0,0,3,7.613333333333333,0
1,7,2,0,8.81,8.04,0,0,0,0,1,0,0,0,1,8.32,7
0,4,3,0,1.95,3.98,0,1,0,0,0,1,0,0,2,4.836666666666667,0
0,7,4,0,4.73,5.24,1,0,1,0,0,0,1,0,3,5.45,0
0,16,4,0,1.21,7.85,0,1,0,1,0,0,1,0,3,4.726666666666667,0
0,5,1,1,8.45,8.69,1,0,1,0,0,0,0,1,3,8.03,0
0,2,3,1,1.07,7.14,0,1,0,1,0,1,1,0,4,3.1633333333333327,0
0,19,3,0,4.51,9.3,0,1,0,0,1,0,0,0,2,6.62,0
0,10,4,0,9.12,6.58,0,1,0,1,1,0,0,0,3,6.489999999999999,0
0,12,4,0,6.25,4.65,1,1,0,0,0,1,1,0,4,5.523333333333333,0
1,18,3,0,8.23,6.61,1,0,0,1,0,0,0,1,3,6.1499999999999995,18
2,19,3,0,2.21,6.51,0,1,0,0,0,0,0,0,1,3.7833333333333328,38
1,2,3,0,2.03,5.97,0,0,1,0,1,0,0,0,2,3.7266666666666666,2
0,18,1,1,4.19,3.76,1,0,0,1,0,0,0,0,2,5.213333333333334,0
1,19,4,0,7.06,7.01,0,0,0,0,0,0,1,0,1,6.1499999999999995,19
0,6,1,0,2.47,8.21,0,0,0,0,0,1,0,0,1,6.066666666666667,0
0,10,2,0,1.59,9.63,0,0,1,1,0,1,0,0,3,6.326666666666667,0
0,8,4,0,9.78,5.48,1,1,0,0,1,0,1,0,4,5.48,0
1,14,1,0,3.62,7.77,0,0,0,1,0,1,1,1,4,6.946666666666666,14
1,11,3,0,6.62,8.22,1,1,0,0,1,0,0,1,4,5.579999999999999,11
1,11,4,1,6.94,7.07,1,0,0,0,0,0,0,0,1,6.416666666666667,11
1,5,3,0,1.35,4.41,1,0,0,0,1,1,0,0,3,5.1033333333333335,5
0,16,4,0,6.09,7.45,0,0,0,1,1,0,0,1,3,5.319999999999999,0
0,17,2,1,2.8,9.8,0,1,0,0,0,0,0,0,1,5.11,0
0,8,1,0,1.81,6.46,0,0,0,1,1,0,0,0,2,3.793333333333333,0
0,10,1,0,4.57,7.64,0,0,0,0,0,0,0,1,1,6.8933333333333335,0
0,18,2,0,8.14,3.13,1,0,0,0,0,0,0,0,1,6.613333333333333,0
1,9,3,1,9.72,6.89,0,1,0,0,0,1,0,0,2,8.573333333333332,9
0,10,3,0,5.46,1.31,0,0,0,0,0,1,0,0,1,4.1066666666666665,0
0,5,4,0,8.99,8.48,1,0,0,1,0,0,0,0,2,8.863333333333332,0
0,8,4,0,9.51,2.99,1,0,1,1,0,0,1,0,4,5.306666666666667,0
0,15,4,0,4.99,1.59,0,0,1,1,0,0,0,0,2,4.3566666666666665,0
0,2,4,1,2.31,2.6,1,0,0,1,1,0,1,0,4,3.2533333333333334,0
0,15,3,1,3.79,5.23,0,1,0,0,0,1,0,1,3,4.203333333333333,0
0,17,3,1,4.49,1.38,0,0,1,0,1,0,0,0,2,4.576666666666667,0
0,18,3,0,5.09,1.31,0,1,0,0,0,0,0,0,1,4.673333333333333,0
0,15,1,0,6.8,5.59,1,0,1,0,0,1,0,0,3,6.710000000000001,0
1,3,2,0,6.81,6.11,0,1,1,0,0,1,0,0,3,6.4366666666666665,3
0,4,2,0,5.89,3.87,0,0,1,0,0,0,0,1,2,4.596666666666667,0
0,9,1,0,3.05,1.15,0,0,0,0,0,0,1,0,1,3.75,0
1,18,1,0,4.27,5.14,1,0,0,0,1,0,0,0,2,4.073333333333333,18
0,18,1,0,4.72,9.27,1,0,0,1,0,1,0,1,4,5.743333333333332,0
0,2,3,1,6.97,5.36,0,1,0,0,1,0,0,1,3,7.316666666666666,0
1,7,4,0,2.27,5.08,1,0,1,1,1,0,0,0,4,4.416666666666667,7
0,18,4,1,3.17,6.03,1,0,0,0,0,1,1,0,3,5.546666666666667,0
0,16,4,0,3.55,2.48,1,1,0,1,0,0,0,0,3,3.7099999999999995,0
0,0,2,0,5.67,8.23,0,0,1,1,0,1,0,0,3,4.973333333333334,0
0,12,4,0,7.82,1.3,0,1,1,0,0,0,0,0,2,4.903333333333333,0
1,10,1,0,8.6,1.51,1,0,0,1,0,0,1,1,4,5.323333333333333,10
0,11,1,1,7.68,1.51,0,1,0,0,0,1,0,0,2,3.686666666666666,0
0,1,2,0,7.73,8.13,0,0,0,0,1,0,0,0,1,6.256666666666668,0
1,9,1,0,3.17,4.31,0,0,0,0,0,0,1,1,2,3.203333333333333,9
0,8,3,0,8.96,6.79,0,0,0,1,1,0,0,1,3,8.229999999999999,0
0,15,1,0,1.47,1.72,1,1,0,0,0,0,0,0,2,1.4866666666666666,0
2,3,1,0,5.86,7.86,0,1,0,0,0,1,0,1,3,7.186666666666667,6
1,15,1,1,1.8,4.01,1,0,0,0,1,0,1,1,4,3.563333333333333,15
1,3,2,0,6.41,2.94,0,0,0,0,0,0,0,1,1,3.4566666666666666,3
0,6,3,1,1.43,7.43,0,0,0,0,1,0,1,0,2,4.633333333333333,0
0,14,1,0,6.77,1.58,1,0,0,0,0,0,1,1,3,6.05,0
0,10,3,1,1.3,5.38,0,0,1,0,1,1,1,0,4,3.91,0
0,9,3,0,2.49,4.45,1,1,0,0,0,0,0,1,3,3.466666666666667,0
0,9,4,1,7.78,7.67,1,1,1,0,0,0,0,1,4,8.243333333333332,0
1,5,3,0,3.72,6.75,0,0,1,0,0,0,0,0,1,4.0633333333333335,5
0,19,3,0,8.96,9.02,0,0,0,1,0,0,1,1,3,8.596666666666666,0
0,4,3,0,1.88,7.54,1,1,0,0,0,1,0,1,4,4.213333333333334,0
0,19,2,1,5.77,4.74,0,1,0,0,0,0,1,0,2,5.96,0
0,0,4,0,9.33,2.67,0,0,0,1,1,1,0,1,4,4.75,0
0,14,2,0,4.72,5.05,1,1,1,0,0,1,0,0,4,3.733333333333333,0
0,13,3,1,3.95,2.5,1,1,0,1,1,0,0,0,4,4.523333333333333,0
0,3,2,0,9.69,2.02,1,0,0,0,1,1,1,0,4,5.37,0
0,11,1,0,4.82,1.44,0,1,0,0,1,1,0,0,3,5.386666666666667,0
0,14,2,0,7.29,5.88,1,0,0,0,0,0,0,0,1,6.406666666666666,0
0,16,2,0,9.28,6.1,0,0,1,1,0,1,0,0,3,5.623333333333332,0
1,15,2,1,1.1,6.9,1,0,0,0,0,1,1,1,4,3.4233333333333333,15
0,14,2,0,6.12,8.98,0,0,1,0,1,0,1,1,4,8.063333333333334,0
0,7,1,0,7.42,9.22,0,1,0,0,0,0,0,1,2,6.093333333333334,0
0,11,1,1,4.77,4.07,0,1,1,1,0,0,0,1,4,4.8966666666666665,0
0,17,4,0,7.06,6.73,1,0,0,0,0,0,0,0,1,4.983333333333333,0
0,13,2,1,8.26,5.16,0,0,1,0,1,1,0,1,4,6.96,0
1,1,2,0,3.84,7.77,1,1,0,1,0,0,0,1,4,4.623333333333333,1
0,11,4,1,3.91,7.45,0,1,0,1,0,0,0,0,2,4.66,0
0,1,4,0,1.79,2.76,0,0,0,1,1,1,0,1,4,2.6966666666666668,0
0,17,4,0,9.6,2.57,1,1,0,0,1,0,0,1,4,4.3999999999999995,0
0,3,1,0,1.3,2.03,0,0,0,0,1,0,0,0,1,3.016666666666667,0
0,8,3,1,5.24,2.11,1,0,1,0,0,0,0,0,2,5.696666666666666,0
0,7,3,0,5.8,3.21,1,0,0,0,0,0,0,0,1,5.419999999999999,0
0,6,1,0,2.27,4.15,1,0,0,1,1,1,0,0,4,5.33,0
0,12,4,0,5.41,6.59,0,1,0,0,0,0,1,0,2,4.723333333333334,0
0,11,2,0,3.65,7.71,0,0,0,1,1,0,1,1,4,4.843333333333333,0
0,11,2,1,8.22,2.25,0,0,1,1,1,0,1,0,4,4.866666666666667,0
1,12,1,0,8.41,3.27,0,0,0,1,0,1,1,0,3,6.453333333333333,12
0,18,2,0,4.9,6.33,1,0,1,0,1,0,0,1,4,7.0633333333333335,0
0,3,1,0,4.91,7.82,1,1,1,0,0,0,0,1,4,7.146666666666667,0
0,1,4,1,1.68,8.39,0,0,0,1,1,1,0,0,3,5.446666666666666,0
0,12,3,0,4.21,4.45,0,1,0,0,0,0,1,0,2,4.973333333333334,0
0,10,4,0,4.65,5.01,0,0,0,0,0,0,0,1,1,5.863333333333333,0
0,6,2,1,5.02,7.1,1,0,0,0,0,0,0,0,1,4.94,0
0,8,3,0,5.08,3.5,0,0,0,0,0,0,1,0,1,5.663333333333334,0
0,6,2,1,1.83,1.74,0,0,0,0,0,0,0,1,1,3.74,0
0,2,1,1,2.47,4.99,0,0,0,1,1,1,1,0,4,3.0266666666666673,0
1,2,2,0,4.9,9.87,1,1,0,0,1,1,0,0,4,5.38,2
0,0,2,0,4.41,4.36,0,0,1,1,1,0,0,1,4,3.72,0
0,0,3,0,2.28,3.68,0,0,0,1,1,0,1,0,3,4.28,0
1,19,3,0,6.84,8.4,0,0,0,0,0,1,0,0,1,8.276666666666666,19
1,13,2,1,2.06,9.26,0,0,0,0,0,0,1,0,1,4.44,13
0,1,3,1,1.05,8.03,0,0,1,0,0,1,0,0,2,5.1866666666666665,0
0,10,4,0,6.51,5.71,1,0,0,0,0,0,0,1,2,6.19,0
0,9,4,1,1.74,9.0,1,0,0,0,0,1,0,1,3,4.423333333333333,0
0,14,1,0,1.54,6.31,0,0,1,0,1,0,1,0,3,3.7399999999999998,0
0,10,2,0,1.77,3.66,0,0,0,1,0,1,0,0,2,3.76,0
0,7,3,0,9.43,9.43,1,0,1,0,1,0,1,0,4,7.626666666666666,0
0,0,4,0,1.95,6.91,0,0,0,0,0,1,1,0,2,3.76,0
0,5,4,0,8.55,2.2,1,0,1,0,0,1,1,0,4,5.206666666666667,0
1,19,3,0,7.99,4.02,0,0,1,0,0,1,1,0,3,4.6066666666666665,19
1,7,2,1,8.57,6.94,0,0,0,0,1,1,0,0,2,7.243333333333333,7
0,18,3,0,6.45,8.54,0,0,0,0,0,1,0,0,1,5.763333333333333,0
0,16,1,1,2.4,9.9,0,1,0,0,0,1,1,0,3,6.62,0
1,13,1,0,7.94,2.82,0,0,0,0,0,0,1,0,1,5.56,13
1,3,4,1,6.09,8.25,1,0,1,1,0,0,1,0,4,5.3500000000000005,3
0,1,1,0,6.11,2.07,0,0,0,0,0,0,0,1,1,3.73,0
0,15,2,0,6.48,7.13,0,0,0,0,0,1,0,1,2,6.156666666666666,0
0,19,4,0,2.34,1.96,1,0,1,0,0,0,0,0,2,2.9499999999999997,0
0,1,3,0,3.62,6.04,0,1,0,0,1,0,0,0,2,6.03,0
0,10,1,0,9.94,5.7,1,0,0,1,0,1,0,0,3,7.43,0
0,13,2,0,8.86,9.05,0,1,0,0,0,1,0,1,3,8.963333333333333,0
0,17,2,0,4.23,5.83,0,0,0,0,0,0,0,1,1,5.34,0
0,9,4,1,9.88,7.45,0,1,0,0,0,0,0,0,1,7.053333333333335,0
0,11,3,1,1.63,8.77,0,0,1,0,1,1,0,0,3,3.896666666666666,0
0,10,3,0,4.14,2.27,0,0,1,1,1,0,0,0,3,3.1033333333333335,0
1,8,4,1,6.0,2.06,0,0,1,1,0,0,0,1,3,3.7933333333333334,8
0,15,4,0,6.59,2.09,1,0,0,1,0,1,1,0,4,3.5,0
1,7,4,0,8.25,3.92,1,0,0,1,1,0,0,1,4,5.9799999999999995,7
0,4,3,0,7.63,4.51,0,0,1,0,1,0,0,0,2,6.293333333333334,0
0,14,2,0,7.19,1.35,0,0,0,1,0,0,0,1,2,3.33,0
0,14,3,0,9.77,3.24,0,0,0,1,0,0,0,0,1,5.706666666666667,0
0,16,1,0,6.39,1.06,1,0,0,0,0,1,1,1,4,2.9,0
0,1,3,0,1.06,2.72,0,0,0,0,0,0,1,1,2,3.78,0
0,12,3,0,6.55,4.54,0,0,0,0,0,1,0,1,2,5.526666666666666,0
0,10,1,0,7.83,7.79,1,1,0,0,0,1,0,1,4,7.616666666666667,0
0,0,4,0,9.26,9.98,0,0,0,0,1,0,0,0,1,8.603333333333333,0
0,8,1,1,4.53,2.79,0,0,1,1,1,0,1,0,4,5.336666666666666,0
0,3,4,0,1.46,7.31,0,0,0,0,1,0,1,0,2,5.890000000000001,0
1,15,1,1,2.14,4.17,0,0,1,1,0,0,1,0,3,4.113333333333333,15
0,15,1,0,9.17,8.65,1,0,1,0,0,0,0,0,2,7.66,0
0,2,4,0,9.56,4.0,1,1,1,0,0,1,0,0,4,7.826666666666667,0
0,17,1,1,3.09,3.79,0,1,1,0,0,0,0,0,2,3.206666666666667,0
0,6,2,0,7.08,5.82,0,0,0,0,1,0,1,0,2,6.55,0
0,9,1,0,5.26,9.98,1,0,0,0,0,1,0,1,3,7.273333333333333,0
0,9,3,1,6.44,4.17,1,1,0,0,0,0,1,1,4,6.739999999999999,0
0,6,4,1,1.45,2.82,0,0,0,1,1,0,0,1,3,2.0399999999999996,0
0,0,4,0,9.68,7.26,0,1,0,0,0,0,0,0,1,8.823333333333332,0
0,16,4,0,5.24,9.04,0,0,1,1,0,1,1,0,4,7.386666666666667,0
1,19,2,1,7.95,8.47,0,0,0,1,0,0,0,0,1,6.193333333333334,19
0,4,3,0,5.65,8.92,0,0,0,1,0,1,1,0,3,5.776666666666666,0
0,10,1,0,8.71,1.3,0,0,0,0,0,1,1,1,3,4.496666666666667,0
0,1,3,1,6.7,1.72,1,0,0,0,0,0,0,0,1,5.17,0
0,9,4,0,3.89,8.13,0,1,0,0,0,0,1,0,2,6.586666666666667,0
0,13,3,0,5.49,4.71,1,0,0,0,1,0,0,0,2,5.9433333333333325,0
0,5,4,0,8.12,5.06,1,0,0,0,0,1,0,0,2,6.683333333333334,0
0,1,4,1,3.41,4.58,0,0,0,0,1,0,1,0,2,3.4,0
0,6,2,1,8.08,2.52,1,0,0,1,0,0,0,0,2,3.9966666666666666,0
0,9,4,0,7.38,9.45,0,1,1,0,1,0,1,0,4,6.776666666666666,0
1,17,3,0,1.07,7.58,1,1,0,0,1,0,0,1,4,5.0200000000000005,17
1,0,2,0,8.8,3.91,0,0,0,0,0,0,0,1,1,5.63,0
0,11,3,0,5.69,6.33,1,0,0,0,0,1,0,0,2,6.890000000000001,0
0,3,3,1,9.35,5.75,0,0,0,0,1,0,0,0,1,7.830000000000001,0
0,0,1,1,1.1,5.29,1,0,0,1,0,0,0,0,2,3.116666666666667,0
0,13,3,0,8.76,9.66,0,0,1,0,1,1,0,0,3,8.450000000000001,0
1,8,2,1,7.93,5.06,1,0,1,1,0,1,0,0,4,7.153333333333333,8
1,9,1,0,6.95,6.52,0,1,0,0,0,0,1,1,3,7.523333333333333,9
1,11,4,0,6.38,3.34,0,0,0,0,1,0,0,0,1,4.8566666666666665,11
0,13,1,0,6.39,4.3,0,1,0,0,1,0,1,1,4,6.62,0
0,11,1,1,8.55,6.16,0,0,0,0,1,0,1,1,3,7.460000000000001,0
0,19,1,0,9.95,9.34,1,0,0,0,0,0,0,0,1,7.653333333333333,0
0,1,1,0,5.16,9.75,1,0,1,0,1,0,0,1,4,6.326666666666667,0
1,2,3,0,6.1,8.28,0,0,0,1,0,0,0,0,1,5.543333333333333,2
0,12,1,0,2.63,8.39,0,0,0,0,0,0,1,1,2,5.1433333333333335,0
0,5,3,0,4.53,2.09,0,1,0,0,0,0,1,0,2,3.6333333333333333,0
0,16,3,0,2.52,9.14,1,0,0,0,0,0,0,0,1,6.093333333333334,0
1,15,4,1,1.09,9.54,0,0,0,0,1,0,1,0,2,4.796666666666666,15
0,4,3,1,7.51,3.08,1,0,1,1,0,0,0,0,3,5.126666666666666,0
0,17,2,1,3.75,5.57,0,0,0,0,0,1,0,0,1,3.8333333333333335,0
0,3,4,0,8.83,4.56,1,0,0,0,1,1,0,1,4,6.989999999999999,0
0,14,4,0,5.42,7.71,0,0,1,0,0,0,0,0,1,4.833333333333333,0
1,12,3,1,8.24,2.37,0,1,1,0,0,1,0,0,3,6.116666666666667,12
0,13,3,0,4.81,7.6,0,0,0,0,1,0,1,0,2,5.003333333333333,0
1,8,1,1,8.49,8.63,0,1,0,0,1,1,1,0,4,8.983333333333334,8
0,7,3,1,8.7,2.08,0,0,1,0,1,0,0,0,2,6.8933333333333335,0
0,13,1,0,5.2,3.08,0,0,0,0,0,0,1,1,2,6.076666666666667,0
1,6,2,0,9.4,2.11,1,0,1,0,0,0,0,0,2,4.21,6
1,2,4,0,3.66,8.27,0,0,0,0,0,0,0,1,1,4.96,2
2,3,4,1,4.37,1.2,0,0,0,0,1,1,0,0,2,3.85,6
0,16,3,0,5.29,9.05,1,1,0,0,1,0,1,0,4,7.316666666666666,0
0,8,4,0,7.73,5.84,0,0,0,1,1,0,0,0,2,7.303333333333334,0
1,10,4,0,4.59,2.94,0,0,1,0,0,0,0,0,1,3.25,10
2,0,2,1,1.75,2.36,0,0,0,0,0,1,0,0,1,4.27,0
1,11,4,0,1.02,2.38,1,1,1,0,0,1,0,0,4,3.563333333333333,11
1,6,1,0,8.85,3.41,1,0,1,0,0,0,0,0,2,5.29,6
0,8,4,0,6.76,1.73,1,1,0,1,0,1,0,0,4,3.19,0
0,2,1,0,2.53,8.18,0,0,0,0,0,1,0,1,2,6.6433333333333335,0
1,10,1,1,9.12,3.46,0,0,0,0,1,0,0,0,1,5.119999999999999,10
0,9,1,1,7.5,1.14,1,0,0,0,1,1,0,0,3,4.3066666666666675,0
2,18,1,1,7.89,8.17,0,0,0,0,0,0,1,0,1,8.236666666666666,36
0,0,2,0,5.05,6.27,1,0,1,1,0,0,1,0,4,6.096666666666667,0
0,13,2,0,7.78,1.29,0,0,0,0,1,0,0,1,2,3.7533333333333334,0
0,7,4,0,6.45,3.03,0,1,1,1,0,1,0,0,4,6.43,0
0,6,2,1,7.61,3.9,0,0,0,1,0,0,1,0,2,5.126666666666666,0
1,9,1,0,4.05,9.45,1,0,0,0,0,0,0,1,2,6.616666666666667,9
1,11,2,0,5.82,4.84,1,0,0,1,1,0,0,0,3,5.7700000000000005,11
0,18,3,0,1.32,7.22,1,0,0,0,0,0,0,0,1,4.883333333333333,0
0,6,3,1,2.46,7.99,0,0,1,1,1,0,0,0,3,5.556666666666666,0
0,8,2,0,8.71,5.71,0,0,0,0,0,1,1,0,2,5.866666666666667,0
0,18,3,1,6.9,1.91,1,0,0,1,0,1,0,1,4,6.150000000000001,0
0,6,4,0,8.45,9.41,0,1,0,0,0,0,1,0,2,7.75,0
1,15,3,0,6.05,5.05,0,0,0,0,0,1,1,1,3,4.453333333333333,15
1,6,4,0,4.89,2.53,0,0,0,1,0,0,1,0,2,5.3566666666666665,6
0,11,2,0,8.34,7.91,0,0,0,0,0,0,1,0,1,6.19,0
0,2,1,1,1.42,8.94,0,0,0,0,1,0,0,1,2,6.373333333333332,0
1,4,2,0,7.18,7.59,0,0,0,0,0,0,0,1,1,6.9366666666666665,4
0,5,4,1,6.48,5.02,0,1,0,1,0,0,1,0,3,4.3,0
0,16,3,1,1.32,9.85,0,1,0,0,0,0,0,1,2,4.423333333333333,0
1,16,2,1,4.02,1.9,0,0,1,0,0,0,0,1,2,5.136666666666667,16
0,3,2,1,5.67,2.32,0,1,0,1,0,0,0,0,2,3.3800000000000003,0
0,9,2,0,1.29,3.48,1,0,0,0,0,1,1,0,3,3.6833333333333336,0
0,7,4,0,3.77,2.19,0,1,0,0,0,0,1,1,3,3.26,0
0,13,3,0,1.13,5.03,1,1,1,0,0,0,0,0,3,4.78,0
1,10,2,0,3.45,6.36,0,0,0,1,1,0,0,1,3,5.986666666666667,10
0,5,1,0,9.8,3.73,1,1,0,1,0,1,0,0,4,7.236666666666667,0
0,12,4,1,5.08,1.27,1,0,0,1,0,1,0,1,4,3.073333333333333,0
1,14,4,1,9.55,6.04,0,0,0,1,0,1,1,0,3,7.663333333333334,14
0,11,3,0,8.24,6.05,0,0,0,1,1,1,0,0,3,5.37,0
0,9,1,0,3.36,8.84,0,0,0,1,0,0,0,0,1,4.63,0
0,11,2,0,9.43,1.93,0,0,0,0,1,0,0,0,1,5.346666666666667,0
0,3,3,0,3.7,4.34,0,0,1,1,0,1,0,0,3,4.806666666666666,0
1,7,4,0,4.11,3.09,0,0,0,0,1,0,1,0,2,3.6733333333333333,7
0,19,1,0,3.73,1.92,0,0,1,0,0,0,1,1,3,3.1333333333333333,0
0,2,2,0,4.98,3.71,0,0,0,1,0,0,0,0,1,3.4533333333333336,0
1,6,4,0,1.66,8.24,0,1,1,0,0,1,0,0,3,4.22,6
0,2,2,0,8.35,3.11,0,0,1,0,1,1,0,0,3,5.983333333333333,0
0,0,3,0,1.74,9.22,0,0,0,0,1,0,0,1,2,6.03,0
1,18,1,0,5.31,7.23,0,0,0,1,1,1,1,0,4,7.236666666666667,18
0,13,3,1,1.63,1.86,1,0,0,1,0,0,1,1,4,2.62,0
1,2,2,0,6.89,2.99,0,0,1,0,1,0,0,0,2,4.336666666666666,2
0,1,2,0,5.05,1.31,0,0,1,0,0,0,0,0,1,4.609999999999999,0
0,3,4,0,1.01,2.04,0,0,0,0,1,1,0,0,2,3.3699999999999997,0
0,4,1,0,4.88,7.49,0,1,0,0,1,0,0,0,2,5.283333333333334,0
0,5,1,0,4.27,2.39,0,0,0,0,0,0,0,1,1,4.86,0
1,8,2,0,9.23,3.63,1,0,1,0,0,0,0,1,3,5.223333333333334,8
0,9,2,0,6.39,7.16,0,1,0,0,0,0,0,1,2,5.8933333333333335,0
0,4,2,1,8.44,6.75,0,0,0,0,1,0,0,1,2,6.133333333333333,0
0,17,4,0,2.3,9.07,0,0,1,0,0,1,1,0,3,6.07,0
0,6,2,0,2.14,4.01,0,1,0,0,0,0,0,0,1,3.86,0
1,9,1,1,2.65,4.3,0,0,0,1,0,0,0,0,1,4.853333333333333,9
0,10,1,0,9.49,1.86,1,0,1,0,0,0,0,1,3,4.44,0
0,16,4,0,1.89,3.55,1,1,1,1,0,0,0,0,4,2.9166666666666665,0
0,7,1,0,5.35,8.61,0,0,1,0,0,0,0,1,2,6.4433333333333325,0
0,6,4,0,1.69,2.25,1,0,0,0,1,1,1,0,4,1.8166666666666667,0
0,13,3,1,7.83,4.34,1,0,1,0,1,0,0,1,4,6.583333333333333,0
0,10,2,0,4.46,8.59,0,0,0,0,0,0,1,1,2,5.53,0
0,7,2,0,6.51,2.98,1,1,1,0,0,0,0,1,4,5.306666666666667,0
0,0,1,0,1.64,2.41,0,0,0,1,0,0,0,0,1,4.386666666666667,0
0,5,2,1,4.88,1.06,0,0,0,0,0,0,1,1,2,3.073333333333333,0
0,13,1,1,2.2,9.26,0,0,1,1,1,0,0,0,3,6.3933333333333335,0
0,4,2,1,3.92,8.83,0,0,0,0,0,0,0,1,1,6.483333333333333,0
1,15,4,1,2.7,2.7,0,1,0,1,0,0,1,0,3,2.6733333333333333,15
2,12,2,0,5.34,8.09,0,0,1,1,0,0,0,0,2,7.010000000000001,24
0,15,4,0,9.04,9.76,0,1,0,0,0,0,1,0,2,6.783333333333332,0
1,13,2,0,4.58,3.75,1,1,0,1,0,0,1,0,4,4.666666666666667,13
0,1,4,1,9.13,7.01,0,0,1,0,0,0,0,0,1,6.07,0
1,17,4,1,7.97,2.85,0,0,1,1,0,1,1,0,4,6.0,17
0,1,3,0,7.72,6.29,0,1,1,0,1,1,0,0,4,5.916666666666667,0
0,2,1,1,8.03,3.95,1,0,0,0,0,0,1,0,2,6.743333333333333,0
1,8,2,0,7.4,6.54,0,1,0,1,0,0,1,0,3,6.45,8
1,17,2,0,2.83,7.01,1,0,0,0,1,1,1,0,4,3.8533333333333335,17
1,19,1,1,8.55,7.46,0,1,1,0,1,0,0,1,4,7.463333333333334,19
0,12,4,0,4.38,9.13,0,0,0,0,0,0,1,1,2,4.876666666666668,0
1,9,3,0,3.42,1.99,0,1,1,0,1,1,0,0,4,3.016666666666667,9
0,1,1,0,8.5,3.48,0,1,1,0,0,0,0,1,3,5.133333333333334,0
0,18,2,0,6.56,2.53,0,0,1,1,0,1,0,1,4,6.303333333333334,0
0,8,1,0,3.28,4.93,0,0,0,1,0,1,0,0,2,3.7999999999999994,0
0,7,3,0,8.99,4.88,0,0,0,1,0,0,1,0,2,6.986666666666667,0
0,12,3,0,5.85,4.01,1,1,0,0,0,1,0,0,3,4.39,0
0,5,4,1,1.22,9.89,0,0,1,1,0,1,0,1,4,4.276666666666667,0
0,8,2,0,5.74,7.85,0,1,0,0,0,1,0,0,2,5.053333333333334,0
1,13,2,1,9.6,1.83,0,1,0,0,0,0,0,0,1,6.923333333333333,13
1,1,4,0,2.46,4.62,0,1,1,0,0,0,1,1,4,2.983333333333333,1
1,6,4,0,3.71,8.75,0,0,1,0,0,1,1,0,3,6.98,6
1,11,1,0,3.06,2.5,0,0,0,0,1,1,0,1,3,3.8166666666666664,11
1,10,1,1,2.98,5.18,0,0,0,0,0,0,1,0,1,4.3500000000000005,10
1,18,1,0,1.7,7.96,0,1,0,0,1,1,0,1,4,6.543333333333334,18
0,18,1,0,5.2,1.77,0,0,0,0,0,1,1,0,2,5.33,0
0,14,4,1,8.37,8.36,0,1,0,0,1,1,1,0,4,6.626666666666665,0
0,19,3,0,3.16,2.0,0,1,0,0,1,1,0,0,3,3.85,0
1,12,3,0,7.4,5.17,1,0,0,0,0,0,0,0,1,4.996666666666667,12
0,14,1,1,6.16,9.61,0,1,0,0,1,0,0,1,3,7.383333333333333,0
2,4,1,1,2.91,5.58,0,0,0,0,1,0,0,0,1,3.5400000000000005,8
0,0,4,0,6.13,9.11,0,0,0,1,0,1,1,0,3,7.296666666666667,0
0,15,1,0,5.7,9.26,0,1,0,0,0,0,0,1,2,8.236666666666666,0
0,10,2,0,3.03,4.86,0,1,1,1,0,0,0,1,4,4.71,0
1,14,3,0,1.15,9.41,0,1,0,0,1,0,0,0,2,4.23,14
0,12,1,1,4.66,1.81,1,0,1,1,1,0,0,0,4,4.89,0
0,14,1,0,3.91,4.12,1,1,0,0,0,0,0,0,2,4.006666666666667,0
0,17,3,0,3.55,8.96,1,1,0,0,0,1,0,1,4,4.786666666666667,0
1,14,3,0,7.29,5.78,0,1,0,0,0,0,1,1,3,6.656666666666666,14
0,1,2,0,7.39,7.45,0,0,1,1,0,1,0,1,4,7.773333333333333,0
0,8,2,1,9.34,1.38,1,0,0,0,0,0,0,0,1,5.353333333333333,0
0,16,4,0,1.25,6.99,0,0,1,0,1,1,0,0,3,5.873333333333334,0
0,17,2,0,9.19,8.65,1,0,1,1,1,0,0,0,4,8.326666666666666,0
1,9,2,1,7.07,7.12,1,1,0,0,1,0,0,0,3,6.94,9
0,8,1,0,6.94,9.58,0,0,0,1,1,0,0,1,3,6.8999999999999995,0
0,19,1,0,9.93,7.25,1,0,1,0,0,1,0,1,4,6.996666666666666,0
1,19,2,0,1.7,3.84,1,0,1,0,0,0,0,0,2,3.03,19
1,19,4,0,8.23,3.29,0,1,0,0,0,1,0,0,2,7.046666666666667,19
1,8,4,1,6.34,6.66,0,1,0,0,1,0,1,0,3,6.616666666666667,8
0,3,3,0,2.46,1.86,0,1,0,0,1,0,0,1,3,3.5566666666666666,0
